index,prediction
8228,[[0.41338938]]
8229,[[7.194222]]
8230,[[2.5631664]]
8231,[[2.0342345]]
8232,[[1.8257263]]
8233,[[2.7460067]]
8234,[[0.35672015]]
8235,[[-0.25168222]]
8236,[[0.2160564]]
8237,[[-0.38676637]]
8238,[[1.3647699]]
8239,[[1.3379172]]
8240,[[0.05862975]]
8241,[[1.1394762]]
8242,[[-0.2959524]]
8243,[[0.81150186]]
8244,[[0.33968776]]
8245,[[4.750833]]
8246,[[3.2268844]]
8247,[[12.132615]]
8248,[[0.9211901]]
8249,[[1.92992]]
8250,[[-0.11548586]]
8251,[[0.4328375]]
8252,[[-0.66497374]]
8253,[[-0.548393]]
8254,[[6.4583926]]
8255,[[-0.3079489]]
8256,[[-0.30487078]]
8257,[[0.5479361]]
8258,[[0.66178995]]
8259,[[0.37664235]]
8260,[[-0.19540493]]
8261,[[1.4307504]]
8262,[[-0.8096999]]
8263,[[2.1612124]]
8264,[[-0.23350903]]
8265,[[0.48204023]]
8266,[[-0.0100474]]
8267,[[1.5049931]]
8268,[[1.5813676]]
8269,[[0.3111751]]
8270,[[-0.1857501]]
8271,[[0.00157857]]
8272,[[-0.45812184]]
8273,[[-0.27322298]]
8274,[[-0.597169]]
8275,[[1.102001]]
8276,[[4.324656]]
8277,[[0.17312762]]
8278,[[0.04686725]]
8279,[[1.2449237]]
8280,[[3.8746486]]
8281,[[0.34550822]]
8282,[[1.2699049]]
8283,[[0.08354706]]
8284,[[8.291173]]
8285,[[1.6549715]]
8286,[[7.1135178]]
8287,[[7.8236284]]
8288,[[2.4133232]]
8289,[[2.7150452]]
8290,[[9.816496]]
8291,[[-0.49089742]]
8292,[[3.322935]]
8293,[[-0.1567022]]
8294,[[2.560989]]
8295,[[7.260141]]
8296,[[3.6430006]]
8297,[[3.7377882]]
8298,[[4.73093]]
8299,[[2.0927374]]
8300,[[8.1986265]]
8301,[[9.171368]]
8302,[[8.182474]]
8303,[[13.565734]]
8304,[[10.348222]]
8305,[[6.2878995]]
8306,[[8.641306]]
8307,[[10.456979]]
8308,[[12.10869]]
8309,[[5.2059307]]
8310,[[7.3669977]]
8311,[[8.855717]]
8312,[[10.062263]]
8313,[[5.3385525]]
8314,[[8.228715]]
8315,[[5.2236576]]
8316,[[2.7775507]]
8317,[[7.9520054]]
8318,[[8.812502]]
8319,[[9.45663]]
8320,[[9.430575]]
8321,[[12.041103]]
8322,[[10.847609]]
8323,[[9.31754]]
8324,[[8.510387]]
8325,[[6.889802]]
8326,[[7.7783732]]
8327,[[4.7824497]]
8328,[[7.7950253]]
8329,[[6.2385273]]
8330,[[7.2845407]]
8331,[[10.494506]]
8332,[[1.8724313]]
8333,[[6.139063]]
8334,[[5.6584344]]
8335,[[9.802597]]
8336,[[1.5271504]]
8337,[[11.811066]]
8338,[[7.8118134]]
8339,[[7.77011]]
8340,[[6.16621]]
8341,[[5.824695]]
8342,[[6.573385]]
8343,[[5.6217055]]
8344,[[6.6339784]]
8345,[[7.8020535]]
8346,[[5.9092474]]
8347,[[8.14538]]
8348,[[6.0441527]]
8349,[[5.830638]]
8350,[[10.883009]]
8351,[[8.0004015]]
8352,[[6.5386047]]
8353,[[10.6181135]]
8354,[[6.1065583]]
8355,[[8.284077]]
8356,[[7.071342]]
8357,[[10.62884]]
8358,[[11.292736]]
8359,[[8.396374]]
8360,[[7.5372257]]
8361,[[8.8816595]]
8362,[[5.5488257]]
8363,[[6.5778747]]
8364,[[3.9332988]]
8365,[[3.9393759]]
8366,[[9.671075]]
8367,[[8.710513]]
8368,[[4.0366125]]
8369,[[11.647272]]
8370,[[4.0095615]]
8371,[[9.488158]]
8372,[[8.597807]]
8373,[[13.482607]]
8374,[[14.512675]]
8375,[[12.765275]]
8376,[[11.240609]]
8377,[[12.877835]]
8378,[[13.823637]]
8379,[[13.492398]]
8380,[[14.129547]]
8381,[[16.757656]]
8382,[[16.387762]]
8383,[[13.809079]]
8384,[[14.362239]]
8385,[[14.418118]]
8386,[[15.011656]]
8387,[[14.168768]]
8388,[[14.910576]]
8389,[[15.68269]]
8390,[[14.289165]]
8391,[[14.583341]]
8392,[[14.37414]]
8393,[[13.859549]]
8394,[[12.875079]]
8395,[[12.353797]]
8396,[[13.726879]]
8397,[[14.666992]]
8398,[[8.190972]]
8399,[[11.828859]]
8400,[[10.600925]]
8401,[[12.708835]]
8402,[[11.6249275]]
8403,[[11.3319645]]
8404,[[9.514575]]
8405,[[14.242815]]
8406,[[16.293072]]
8407,[[15.243]]
8408,[[16.32536]]
8409,[[15.623188]]
8410,[[17.496027]]
8411,[[16.412521]]
8412,[[10.977111]]
8413,[[16.140678]]
8414,[[14.752322]]
8415,[[11.682274]]
8416,[[16.39812]]
8417,[[12.730344]]
8418,[[13.987857]]
8419,[[14.202939]]
8420,[[14.271374]]
8421,[[13.870233]]
8422,[[12.446334]]
8423,[[13.364318]]
8424,[[17.32259]]
8425,[[9.668242]]
8426,[[15.092765]]
8427,[[14.386218]]
8428,[[14.256502]]
8429,[[15.045277]]
8430,[[12.869653]]
8431,[[16.452223]]
8432,[[18.799719]]
8433,[[15.614383]]
8434,[[21.739643]]
8435,[[20.442883]]
8436,[[21.274906]]
8437,[[16.756306]]
8438,[[15.813061]]
8439,[[16.181107]]
8440,[[16.498896]]
8441,[[19.879858]]
8442,[[18.284946]]
8443,[[21.301422]]
8444,[[17.030674]]
8445,[[21.71026]]
8446,[[16.315363]]
8447,[[19.254335]]
8448,[[22.487404]]
8449,[[18.437778]]
8450,[[16.389023]]
8451,[[20.790953]]
8452,[[17.62176]]
8453,[[21.847912]]
8454,[[20.215168]]
8455,[[17.556168]]
8456,[[13.249387]]
8457,[[10.612968]]
8458,[[10.809528]]
8459,[[10.171581]]
8460,[[16.722702]]
8461,[[18.873848]]
8462,[[18.67144]]
8463,[[20.176844]]
8464,[[19.092947]]
8465,[[19.599892]]
8466,[[17.52055]]
8467,[[17.091364]]
8468,[[18.57694]]
8469,[[13.845941]]
8470,[[15.81389]]
8471,[[12.581933]]
8472,[[14.6919565]]
8473,[[15.343947]]
8474,[[14.456158]]
8475,[[10.18952]]
8476,[[14.113925]]
8477,[[12.8096285]]
8478,[[14.93079]]
8479,[[11.327718]]
8480,[[10.532693]]
8481,[[11.157433]]
8482,[[7.2432365]]
8483,[[11.323912]]
8484,[[13.083964]]
8485,[[11.9849]]
8486,[[10.78479]]
8487,[[12.1321535]]
8488,[[12.742901]]
8489,[[12.038812]]
8490,[[16.663965]]
8491,[[12.590725]]
8492,[[10.375793]]
8493,[[11.5429125]]
8494,[[12.187278]]
8495,[[8.899902]]
8496,[[15.945996]]
8497,[[18.26032]]
8498,[[13.03207]]
8499,[[14.187752]]
8500,[[15.148305]]
8501,[[12.821363]]
8502,[[13.701666]]
8503,[[13.770836]]
8504,[[15.573576]]
8505,[[15.444665]]
8506,[[18.00644]]
8507,[[15.178346]]
8508,[[17.5708]]
8509,[[17.790174]]
8510,[[20.066845]]
8511,[[17.241596]]
8512,[[17.064928]]
8513,[[17.307335]]
8514,[[18.39424]]
8515,[[15.697349]]
8516,[[16.31797]]
8517,[[17.446634]]
8518,[[15.086642]]
8519,[[16.271507]]
8520,[[16.566174]]
8521,[[14.413798]]
8522,[[14.087475]]
8523,[[16.168863]]
8524,[[16.177794]]
8525,[[16.327477]]
8526,[[12.985463]]
8527,[[12.968443]]
8528,[[14.095722]]
8529,[[13.536586]]
8530,[[11.338079]]
8531,[[19.476858]]
8532,[[17.171785]]
8533,[[11.787802]]
8534,[[14.822432]]
8535,[[14.774421]]
8536,[[16.389753]]
8537,[[15.271167]]
8538,[[16.215015]]
8539,[[15.279865]]
8540,[[15.436428]]
8541,[[13.711424]]
8542,[[15.582205]]
8543,[[16.509186]]
8544,[[13.642341]]
8545,[[15.5812645]]
8546,[[16.394054]]
8547,[[12.897822]]
8548,[[13.596595]]
8549,[[14.602992]]
8550,[[13.550114]]
8551,[[14.717281]]
8552,[[14.27611]]
8553,[[13.482718]]
8554,[[13.019638]]
8555,[[12.253812]]
8556,[[12.238805]]
8557,[[10.476863]]
8558,[[14.984683]]
8559,[[13.816304]]
8560,[[14.060727]]
8561,[[16.391998]]
8562,[[18.081276]]
8563,[[18.037931]]
8564,[[23.415947]]
8565,[[18.04166]]
8566,[[15.3460865]]
8567,[[18.202663]]
8568,[[9.397682]]
8569,[[16.141468]]
8570,[[16.594751]]
8571,[[22.397339]]
8572,[[16.873096]]
8573,[[15.66231]]
8574,[[20.579222]]
8575,[[23.059439]]
8576,[[24.448946]]
8577,[[23.825443]]
8578,[[21.492813]]
8579,[[19.152296]]
8580,[[16.982899]]
8581,[[12.77317]]
8582,[[14.95716]]
8583,[[15.829093]]
8584,[[19.01354]]
8585,[[18.319275]]
8586,[[20.931305]]
8587,[[18.622562]]
8588,[[14.95683]]
8589,[[19.380829]]
8590,[[16.350607]]
8591,[[17.383091]]
8592,[[15.321518]]
8593,[[12.911189]]
8594,[[20.35538]]
8595,[[13.331203]]
8596,[[14.690654]]
8597,[[12.868453]]
8598,[[14.771988]]
8599,[[14.054525]]
8600,[[16.503553]]
8601,[[13.844448]]
8602,[[17.461733]]
8603,[[17.406061]]
8604,[[25.214298]]
8605,[[12.605724]]
8606,[[11.888326]]
8607,[[10.625246]]
8608,[[10.52427]]
8609,[[8.789748]]
8610,[[10.359772]]
8611,[[11.991166]]
8612,[[21.986483]]
8613,[[17.521229]]
8614,[[11.345335]]
8615,[[13.796061]]
8616,[[11.761678]]
8617,[[11.6770735]]
8618,[[14.175074]]
8619,[[14.521378]]
8620,[[13.885433]]
8621,[[12.181963]]
8622,[[18.825783]]
8623,[[18.220104]]
8624,[[22.452309]]
8625,[[19.38417]]
8626,[[18.620224]]
8627,[[11.750518]]
8628,[[22.135443]]
8629,[[21.663359]]
8630,[[15.55892]]
8631,[[18.018831]]
8632,[[17.597548]]
8633,[[13.590245]]
8634,[[12.318097]]
8635,[[15.485847]]
8636,[[17.113853]]
8637,[[14.216417]]
8638,[[12.385026]]
8639,[[20.155521]]
8640,[[10.16406]]
8641,[[15.348099]]
8642,[[15.621756]]
8643,[[18.582233]]
8644,[[18.586704]]
8645,[[17.063452]]
8646,[[17.250021]]
8647,[[19.535355]]
8648,[[14.204847]]
8649,[[20.056662]]
8650,[[18.958078]]
8651,[[18.093523]]
8652,[[15.559623]]
8653,[[17.691275]]
8654,[[17.458138]]
8655,[[16.049679]]
8656,[[17.6291]]
8657,[[17.973904]]
8658,[[17.884407]]
8659,[[12.852961]]
8660,[[18.606014]]
8661,[[15.844854]]
8662,[[18.447754]]
8663,[[15.570353]]
8664,[[14.693093]]
8665,[[14.957167]]
8666,[[15.063592]]
8667,[[15.377512]]
8668,[[17.16912]]
8669,[[17.019386]]
8670,[[14.783605]]
8671,[[14.745332]]
8672,[[17.310944]]
8673,[[18.453497]]
8674,[[17.693148]]
8675,[[17.9551]]
8676,[[16.971584]]
8677,[[17.810793]]
8678,[[17.06542]]
8679,[[15.353435]]
8680,[[14.776384]]
8681,[[17.03973]]
8682,[[18.589525]]
8683,[[16.716816]]
8684,[[18.831297]]
8685,[[18.424265]]
8686,[[19.678429]]
8687,[[19.141027]]
8688,[[15.776444]]
8689,[[14.505061]]
8690,[[16.093063]]
8691,[[17.06993]]
8692,[[16.12704]]
8693,[[16.587488]]
8694,[[14.120345]]
8695,[[16.466492]]
8696,[[18.281916]]
8697,[[18.5044]]
8698,[[19.86469]]
8699,[[13.651405]]
8700,[[20.89989]]
8701,[[19.88394]]
8702,[[17.574657]]
8703,[[16.54197]]
8704,[[12.308384]]
8705,[[15.251673]]
8706,[[14.747499]]
8707,[[13.405853]]
8708,[[15.908781]]
8709,[[18.25782]]
8710,[[15.023416]]
8711,[[16.315935]]
8712,[[16.832357]]
8713,[[16.760649]]
8714,[[15.522983]]
8715,[[14.230533]]
8716,[[15.337855]]
8717,[[15.060837]]
8718,[[10.40097]]
8719,[[12.007881]]
8720,[[13.066776]]
8721,[[17.163895]]
8722,[[15.4096985]]
8723,[[10.378666]]
8724,[[8.817425]]
8725,[[6.925872]]
8726,[[9.558128]]
8727,[[10.232528]]
8728,[[8.492099]]
8729,[[6.6927323]]
8730,[[6.822738]]
8731,[[9.916784]]
8732,[[10.9028225]]
8733,[[11.836479]]
8734,[[10.807182]]
8735,[[10.140312]]
8736,[[12.457936]]
8737,[[12.126305]]
8738,[[13.182064]]
8739,[[11.69852]]
8740,[[13.896679]]
8741,[[11.368126]]
8742,[[14.081754]]
8743,[[14.024527]]
8744,[[12.641391]]
8745,[[11.955655]]
8746,[[12.073084]]
8747,[[13.698685]]
8748,[[12.087794]]
8749,[[11.937534]]
8750,[[9.0583515]]
8751,[[8.544643]]
8752,[[12.173708]]
8753,[[15.828936]]
8754,[[13.563709]]
8755,[[11.9830675]]
8756,[[10.057623]]
8757,[[12.567871]]
8758,[[11.399485]]
8759,[[10.407116]]
8760,[[12.607039]]
8761,[[18.069054]]
8762,[[14.907657]]
8763,[[16.995434]]
8764,[[15.498793]]
8765,[[13.123338]]
8766,[[16.8557]]
8767,[[16.248144]]
8768,[[11.855593]]
8769,[[16.794537]]
8770,[[15.89298]]
8771,[[14.46375]]
8772,[[11.047045]]
8773,[[16.697195]]
8774,[[16.371134]]
8775,[[15.395521]]
8776,[[12.985181]]
8777,[[15.893662]]
8778,[[11.193592]]
8779,[[16.35192]]
8780,[[7.9535003]]
8781,[[14.0929985]]
8782,[[13.154593]]
8783,[[13.27209]]
8784,[[14.813662]]
8785,[[16.946901]]
8786,[[15.186659]]
8787,[[13.779367]]
8788,[[13.204777]]
8789,[[14.99048]]
8790,[[14.545153]]
8791,[[14.879103]]
8792,[[12.654629]]
8793,[[7.302208]]
8794,[[12.329852]]
8795,[[14.234196]]
8796,[[15.122243]]
8797,[[14.781079]]
8798,[[12.991113]]
8799,[[12.956861]]
8800,[[15.800451]]
8801,[[16.182625]]
8802,[[12.917118]]
8803,[[16.50477]]
8804,[[15.555713]]
8805,[[14.181771]]
8806,[[16.127356]]
8807,[[13.722812]]
8808,[[13.179574]]
8809,[[14.183288]]
8810,[[12.695554]]
8811,[[14.5391035]]
8812,[[14.522413]]
8813,[[12.199966]]
8814,[[11.701615]]
8815,[[11.446774]]
8816,[[13.227112]]
8817,[[10.563932]]
8818,[[13.434134]]
8819,[[12.434939]]
8820,[[15.597564]]
8821,[[14.776799]]
8822,[[14.447172]]
8823,[[13.669432]]
8824,[[12.900104]]
8825,[[16.226633]]
8826,[[13.250758]]
8827,[[15.216751]]
8828,[[13.878212]]
8829,[[12.412999]]
8830,[[1.951494]]
8831,[[2.0577857]]
8832,[[9.930294]]
8833,[[7.669781]]
8834,[[8.518191]]
8835,[[0.66154957]]
8836,[[-0.51689804]]
8837,[[10.255232]]
8838,[[12.678256]]
8839,[[12.194586]]
8840,[[13.295948]]
8841,[[11.591728]]
8842,[[10.700454]]
8843,[[12.861333]]
8844,[[14.323935]]
8845,[[13.647775]]
8846,[[11.566474]]
8847,[[10.7307415]]
8848,[[12.3600855]]
8849,[[12.243702]]
8850,[[12.823666]]
8851,[[11.250445]]
8852,[[11.281984]]
8853,[[7.9014735]]
8854,[[2.682171]]
8855,[[8.420826]]
8856,[[11.293459]]
8857,[[12.966695]]
8858,[[13.982323]]
8859,[[11.667225]]
8860,[[11.6488]]
8861,[[10.584721]]
8862,[[11.362125]]
8863,[[13.743767]]
8864,[[10.414927]]
8865,[[14.413462]]
8866,[[11.965682]]
8867,[[14.961785]]
8868,[[12.508528]]
8869,[[15.851419]]
8870,[[16.637074]]
8871,[[10.798187]]
8872,[[11.197191]]
8873,[[15.706312]]
8874,[[15.093882]]
8875,[[17.94716]]
8876,[[14.344934]]
8877,[[13.429791]]
8878,[[15.479539]]
8879,[[15.086504]]
8880,[[16.521372]]
8881,[[16.455393]]
8882,[[13.299824]]
8883,[[4.671055]]
8884,[[12.714628]]
8885,[[16.400845]]
8886,[[15.310663]]
8887,[[16.723904]]
8888,[[19.117073]]
8889,[[16.111616]]
8890,[[14.642206]]
8891,[[15.475317]]
8892,[[17.76896]]
8893,[[16.271023]]
8894,[[15.773096]]
8895,[[15.242034]]
8896,[[17.02557]]
8897,[[14.399194]]
8898,[[14.3914995]]
8899,[[15.617783]]
8900,[[16.13533]]
8901,[[17.21194]]
8902,[[16.255795]]
8903,[[17.74325]]
8904,[[16.106598]]
8905,[[18.782637]]
8906,[[17.498205]]
8907,[[15.396194]]
8908,[[17.827948]]
8909,[[15.67386]]
8910,[[15.850192]]
8911,[[16.661459]]
8912,[[15.918275]]
8913,[[11.794221]]
8914,[[17.980206]]
8915,[[13.73327]]
8916,[[15.787421]]
8917,[[13.011221]]
8918,[[13.728961]]
8919,[[10.083941]]
8920,[[10.95925]]
8921,[[12.825107]]
8922,[[11.779424]]
8923,[[10.05693]]
8924,[[9.7770195]]
8925,[[10.44181]]
8926,[[9.071199]]
8927,[[2.9896119]]
8928,[[8.030928]]
8929,[[11.417566]]
8930,[[6.443768]]
8931,[[1.3207345]]
8932,[[1.7801843]]
8933,[[3.58594]]
8934,[[4.2694383]]
8935,[[2.7323906]]
8936,[[0.7139838]]
8937,[[1.991318]]
8938,[[1.4471784]]
8939,[[1.2384756]]
8940,[[4.428835]]
8941,[[1.3839531]]
8942,[[1.5979376]]
8943,[[2.8271742]]
8944,[[6.783208]]
8945,[[9.50395]]
8946,[[10.962516]]
8947,[[8.44197]]
8948,[[9.631127]]
8949,[[7.998134]]
8950,[[3.5188856]]
8951,[[7.478442]]
8952,[[2.8107743]]
8953,[[7.9302883]]
8954,[[4.513528]]
8955,[[9.702486]]
8956,[[10.657654]]
8957,[[7.85017]]
8958,[[11.182439]]
8959,[[11.250977]]
8960,[[9.137454]]
8961,[[7.2384343]]
8962,[[8.186004]]
8963,[[11.169202]]
8964,[[9.885993]]
8965,[[14.21137]]
8966,[[16.58246]]
8967,[[15.005115]]
8968,[[16.56989]]
8969,[[13.56313]]
8970,[[15.608304]]
8971,[[17.733215]]
8972,[[16.128424]]
8973,[[20.32577]]
8974,[[19.702206]]
8975,[[20.947739]]
8976,[[19.609241]]
8977,[[19.530853]]
8978,[[12.489001]]
8979,[[11.208287]]
8980,[[13.423002]]
8981,[[13.899417]]
8982,[[13.181037]]
8983,[[17.8858]]
8984,[[18.20675]]
8985,[[18.75819]]
8986,[[20.35021]]
8987,[[19.26584]]
8988,[[18.808956]]
8989,[[19.44917]]
8990,[[18.515491]]
8991,[[17.706371]]
8992,[[15.926193]]
8993,[[19.573687]]
8994,[[16.212624]]
8995,[[10.627521]]
8996,[[9.20612]]
8997,[[18.54334]]
8998,[[15.348468]]
8999,[[13.787044]]
9000,[[14.030913]]
9001,[[16.517939]]
9002,[[17.066545]]
9003,[[21.636427]]
9004,[[19.538197]]
9005,[[19.955616]]
9006,[[19.648708]]
9007,[[18.996202]]
9008,[[19.562986]]
9009,[[21.051807]]
9010,[[14.768526]]
9011,[[13.351142]]
9012,[[15.235689]]
9013,[[15.579087]]
9014,[[14.036812]]
9015,[[15.037498]]
9016,[[16.878775]]
9017,[[13.474796]]
9018,[[15.834696]]
9019,[[13.841722]]
9020,[[12.755897]]
9021,[[15.845211]]
9022,[[15.823876]]
9023,[[15.352521]]
9024,[[14.076478]]
9025,[[17.27657]]
9026,[[15.993351]]
9027,[[15.696415]]
9028,[[14.985413]]
9029,[[13.703227]]
9030,[[15.429335]]
9031,[[15.187918]]
9032,[[15.665047]]
9033,[[15.104723]]
9034,[[15.842426]]
9035,[[17.130045]]
9036,[[17.171368]]
9037,[[16.504913]]
9038,[[15.811645]]
9039,[[13.950316]]
9040,[[16.445976]]
9041,[[13.59599]]
9042,[[14.239043]]
9043,[[17.37777]]
9044,[[16.30814]]
9045,[[16.738379]]
9046,[[14.3401985]]
9047,[[10.011581]]
9048,[[12.385771]]
9049,[[13.708666]]
9050,[[14.027509]]
9051,[[15.007123]]
9052,[[12.024879]]
9053,[[13.514733]]
9054,[[13.90967]]
9055,[[11.152892]]
9056,[[14.443112]]
9057,[[14.477394]]
9058,[[14.445953]]
9059,[[15.985064]]
9060,[[14.232512]]
9061,[[17.157791]]
9062,[[16.510944]]
9063,[[15.975742]]
9064,[[15.954505]]
9065,[[16.126385]]
9066,[[16.034178]]
9067,[[15.872492]]
9068,[[15.991041]]
9069,[[16.034353]]
9070,[[17.37968]]
9071,[[15.920298]]
9072,[[16.066322]]
9073,[[14.588476]]
9074,[[14.726417]]
9075,[[14.473844]]
9076,[[15.86681]]
9077,[[15.553359]]
9078,[[15.06123]]
9079,[[15.139864]]
9080,[[14.947074]]
9081,[[15.309032]]
9082,[[15.607552]]
9083,[[15.644349]]
9084,[[15.192773]]
9085,[[15.437392]]
9086,[[16.335773]]
9087,[[16.093056]]
9088,[[14.88468]]
9089,[[16.557697]]
9090,[[14.755679]]
9091,[[15.707421]]
9092,[[14.897368]]
9093,[[16.054806]]
9094,[[15.313619]]
9095,[[14.9610815]]
9096,[[15.439079]]
9097,[[15.772557]]
9098,[[15.9527445]]
9099,[[15.64843]]
9100,[[15.289812]]
9101,[[15.445452]]
9102,[[15.810999]]
9103,[[16.51439]]
9104,[[17.714132]]
9105,[[17.354088]]
9106,[[17.644724]]
9107,[[16.348288]]
9108,[[16.943298]]
9109,[[17.334747]]
9110,[[17.888285]]
9111,[[17.79992]]
9112,[[16.42749]]
9113,[[19.761806]]
9114,[[19.567438]]
9115,[[21.426197]]
9116,[[19.345766]]
9117,[[17.711357]]
9118,[[20.00076]]
9119,[[16.954273]]
9120,[[16.831493]]
9121,[[18.373484]]
9122,[[16.967012]]
9123,[[16.972746]]
9124,[[16.768206]]
9125,[[17.648264]]
9126,[[18.309195]]
9127,[[18.557858]]
9128,[[18.125046]]
9129,[[18.899975]]
9130,[[18.019686]]
9131,[[18.497406]]
9132,[[18.394058]]
9133,[[18.430342]]
9134,[[16.67766]]
9135,[[14.587168]]
9136,[[13.251442]]
9137,[[13.614889]]
9138,[[16.933231]]
9139,[[16.438522]]
9140,[[16.578636]]
9141,[[17.408947]]
9142,[[17.286762]]
9143,[[15.288662]]
9144,[[15.921463]]
9145,[[14.194218]]
9146,[[15.379859]]
9147,[[15.275497]]
9148,[[16.066545]]
9149,[[16.178076]]
9150,[[15.570635]]
9151,[[17.277315]]
9152,[[16.495087]]
9153,[[16.217594]]
9154,[[16.053371]]
9155,[[16.773891]]
9156,[[15.813467]]
9157,[[16.159939]]
9158,[[15.6847725]]
9159,[[15.580945]]
9160,[[14.654923]]
9161,[[15.934991]]
9162,[[15.736978]]
9163,[[15.443474]]
9164,[[16.83914]]
9165,[[14.704803]]
9166,[[18.143568]]
9167,[[17.886786]]
9168,[[17.02951]]
9169,[[15.896019]]
9170,[[16.726042]]
9171,[[16.585585]]
9172,[[16.287355]]
9173,[[16.995827]]
9174,[[16.317337]]
9175,[[15.974808]]
9176,[[15.90514]]
9177,[[16.470304]]
9178,[[17.265945]]
9179,[[16.040081]]
9180,[[16.626345]]
9181,[[17.031202]]
9182,[[16.466728]]
9183,[[16.035915]]
9184,[[15.9256525]]
9185,[[13.086785]]
9186,[[16.605438]]
9187,[[14.9217825]]
9188,[[14.377398]]
9189,[[14.153817]]
9190,[[14.837204]]
9191,[[12.981684]]
9192,[[16.092949]]
9193,[[16.040321]]
9194,[[15.172286]]
9195,[[14.705709]]
9196,[[15.569136]]
9197,[[15.384842]]
9198,[[17.416924]]
9199,[[16.080435]]
9200,[[14.321822]]
9201,[[14.246582]]
9202,[[17.23581]]
9203,[[15.923136]]
9204,[[13.427855]]
9205,[[15.132815]]
9206,[[17.252567]]
9207,[[12.441106]]
9208,[[12.322351]]
9209,[[17.505035]]
9210,[[17.778229]]
9211,[[18.650911]]
9212,[[16.95987]]
9213,[[18.04478]]
9214,[[17.689556]]
9215,[[17.86261]]
9216,[[18.297941]]
9217,[[19.35375]]
9218,[[18.288754]]
9219,[[18.763924]]
9220,[[18.394447]]
9221,[[17.446276]]
9222,[[16.886354]]
9223,[[17.51142]]
9224,[[18.100292]]
9225,[[18.705542]]
9226,[[19.004412]]
9227,[[19.580112]]
9228,[[16.01363]]
9229,[[15.4636345]]
9230,[[15.930341]]
9231,[[17.320719]]
9232,[[16.709112]]
9233,[[15.807786]]
9234,[[15.597876]]
9235,[[17.412876]]
9236,[[18.156927]]
9237,[[18.367512]]
9238,[[18.71247]]
9239,[[18.157686]]
9240,[[17.399612]]
9241,[[19.31328]]
9242,[[18.999588]]
9243,[[18.891888]]
9244,[[18.376984]]
9245,[[18.56393]]
9246,[[17.672243]]
9247,[[17.91494]]
9248,[[17.795252]]
9249,[[15.693635]]
9250,[[15.598131]]
9251,[[15.950171]]
9252,[[15.754811]]
9253,[[15.767742]]
9254,[[17.164661]]
9255,[[17.362232]]
9256,[[17.327303]]
9257,[[16.719234]]
9258,[[17.707825]]
9259,[[18.043436]]
9260,[[17.51606]]
9261,[[18.454863]]
9262,[[17.939926]]
9263,[[18.747854]]
9264,[[18.541428]]
9265,[[19.913897]]
9266,[[17.517738]]
9267,[[17.903732]]
9268,[[18.251373]]
9269,[[16.92078]]
9270,[[17.838518]]
9271,[[17.604042]]
9272,[[16.622171]]
9273,[[15.46988]]
9274,[[15.216025]]
9275,[[14.83844]]
9276,[[16.042532]]
9277,[[15.674334]]
9278,[[16.29214]]
9279,[[13.530052]]
9280,[[15.141609]]
9281,[[14.00098]]
9282,[[14.17204]]
9283,[[13.96851]]
9284,[[15.084075]]
9285,[[14.661095]]
9286,[[14.261315]]
9287,[[14.887193]]
9288,[[15.142924]]
9289,[[16.021328]]
9290,[[19.122576]]
9291,[[17.608604]]
9292,[[17.139647]]
9293,[[17.604927]]
9294,[[18.549322]]
9295,[[18.481483]]
9296,[[19.235367]]
9297,[[18.935596]]
9298,[[18.189579]]
9299,[[18.311226]]
9300,[[17.24161]]
9301,[[17.149282]]
9302,[[16.126102]]
9303,[[15.513283]]
9304,[[15.008234]]
9305,[[15.084174]]
9306,[[15.78333]]
9307,[[16.062613]]
9308,[[15.792134]]
9309,[[17.319775]]
9310,[[13.822195]]
9311,[[16.328947]]
9312,[[17.968678]]
9313,[[13.840404]]
9314,[[16.886862]]
9315,[[15.72547]]
9316,[[14.223803]]
9317,[[11.192573]]
9318,[[12.923306]]
9319,[[11.564102]]
9320,[[10.589045]]
9321,[[19.979485]]
9322,[[19.344631]]
9323,[[19.408659]]
9324,[[18.364439]]
9325,[[16.749527]]
9326,[[19.243528]]
9327,[[16.972326]]
9328,[[16.935173]]
9329,[[19.111595]]
9330,[[17.080326]]
9331,[[17.800323]]
9332,[[18.07208]]
9333,[[17.89721]]
9334,[[15.089253]]
9335,[[14.942622]]
9336,[[14.358838]]
9337,[[14.499464]]
9338,[[14.626864]]
9339,[[13.437414]]
9340,[[13.90476]]
9341,[[13.421853]]
9342,[[11.842861]]
9343,[[13.003942]]
9344,[[14.467177]]
9345,[[14.865513]]
9346,[[15.876678]]
9347,[[15.87389]]
9348,[[16.394337]]
9349,[[17.842287]]
9350,[[16.740147]]
9351,[[15.319845]]
9352,[[16.824232]]
9353,[[18.168453]]
9354,[[16.600653]]
9355,[[15.319363]]
9356,[[16.311127]]
9357,[[15.431868]]
9358,[[14.415773]]
9359,[[15.443431]]
9360,[[14.357395]]
9361,[[13.903743]]
9362,[[15.502834]]
9363,[[16.653856]]
9364,[[17.04701]]
9365,[[15.590414]]
9366,[[14.136602]]
9367,[[16.835648]]
9368,[[16.298857]]
9369,[[18.410614]]
9370,[[16.905386]]
9371,[[18.071602]]
9372,[[17.982805]]
9373,[[15.302809]]
9374,[[16.981987]]
9375,[[14.333616]]
9376,[[14.747866]]
9377,[[16.108057]]
9378,[[15.571917]]
9379,[[14.026216]]
9380,[[15.33564]]
